year,program_group,university,avg_ege_paid,ege_change_prev_year,enrolled_paid,cost_of_education_rub,avg_ege_budget,enrolled_budget,ege_excludes_individual,gdp_per_capita_usd,gdp_usd_billion,gdp_rub_billion,inflation_rate_percent,mrot_rub,avg_salary_rub,real_salary_growth_percent,cpi_index,base_cpi,base_inflation_percent,gdp_deflator,population_million,unemployment_rate_percent
2024,Сфера обслуживания,"Уральский гос. экономический ун-т., г. Екатеринбург",55.5,6.7,46,160.0,73.1,4,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Менеджмент,"Уральский гос. экономический ун-т., г. Екатеринбург",57.2,-2.7,126,160.0,75.2,8,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Юриспруденция,"Уральский гос. юридический ун-т., г. Екатеринбург",63.2,-1.4,1010,195.8,78.0,432,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Экономика,"Уральский ин-т. управления - филиал РАНХиГС, г. Екатеринбург",66.6,7.2,25,225.6,82.7,16,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Менеджмент,"Уральский ин-т. управления - филиал РАНХиГС, г. Екатеринбург",65.5,8.6,26,215.1,82.4,15,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Юриспруденция,"Уральский ин-т. управления - филиал РАНХиГС, г. Екатеринбург",62.4,7.3,28,204.5,80.8,40,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Государственное и муниципальное управление,"Уральский ин-т. управления - филиал РАНХиГС, г. Екатеринбург",63.7,2.1,87,215.1,84.2,28,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Информатика и вычислительная техника,Уральский техн. ин-т. связи и информатики (филиал) Сибирского государственного ун-т.а телекоммуникаций и информатики в г. Екатеринбурге,47.6,0.0,29,148.1,81.4,25,False,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,"Электронная техника, радиотехника и связь",Уральский техн. ин-т. связи и информатики (филиал) Сибирского государственного ун-т.а телекоммуникаций и информатики в г. Екатеринбурге,50.5,1.4,7,148.1,61.8,105,False,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Филология,Уральский федеральный ун-т. им. Б.Н. Ельцина,67.2,3.5,64,178.0,91.3,30,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Международные отношения,Уральский федеральный ун-т. им. Б.Н. Ельцина,64.9,-0.4,104,229.0,92.3,30,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,История,Уральский федеральный ун-т. им. Б.Н. Ельцина,61.4,-3.7,52,187.0,82.4,96,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Технологические машины и оборудование,Уральский федеральный ун-т. им. Б.Н. Ельцина,59.9,0.2,4,213.3,68.1,175,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Информатика и вычислительная техника,Уральский федеральный ун-т. им. Б.Н. Ельцина,64.8,0.0,353,208.5,81.7,774,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Геодезия и землеустройство,Уральский федеральный ун-т. им. Б.Н. Ельцина,59.4,4.6,8,239.0,72.3,19,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Сфера обслуживания,Уральский федеральный ун-т. им. Б.Н. Ельцина,63.2,-1.4,137,187.0,79.3,123,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Социология,Уральский федеральный ун-т. им. Б.Н. Ельцина,63.4,-2.6,43,178.0,82.4,63,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Ядерные физика и технологии,Уральский федеральный ун-т. им. Б.Н. Ельцина,68.0,7.3,4,225.0,74.1,169,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Лингвистика и иностранные языки,Уральский федеральный ун-т. им. Б.Н. Ельцина,69.5,0.7,395,197.7,91.1,48,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Энергетика и энергетическое машиностроение,Уральский федеральный ун-т. им. Б.Н. Ельцина,55.5,10.2,4,219.0,64.4,350,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Строительство,Уральский федеральный ун-т. им. Б.Н. Ельцина,57.3,3.2,54,219.0,72.2,305,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Издательское дело,Уральский федеральный ун-т. им. Б.Н. Ельцина,65.7,-3.3,56,178.0,96.4,5,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Экономика,Уральский федеральный ун-т. им. Б.Н. Ельцина,66.1,-2.0,277,219.0,90.5,50,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Архитектура и градостроительство,Уральский федеральный ун-т. им. Б.Н. Ельцина,62.8,-1.4,31,219.0,84.6,92,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Автоматика и управление,Уральский федеральный ун-т. им. Б.Н. Ельцина,56.9,-3.8,27,207.5,74.6,203,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Теория искусств,Уральский федеральный ун-т. им. Б.Н. Ельцина,67.2,-4.2,29,178.0,74.6,0,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Культурология,Уральский федеральный ун-т. им. Б.Н. Ельцина,63.2,-0.3,7,178.0,78.7,22,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Бизнес-информатика,Уральский федеральный ун-т. им. Б.Н. Ельцина,65.0,-1.4,131,219.0,88.2,23,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,"Электронная техника, радиотехника и связь",Уральский федеральный ун-т. им. Б.Н. Ельцина,55.4,0.2,8,219.0,68.9,250,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Библиотеки и архивы,Уральский федеральный ун-т. им. Б.Н. Ельцина,58.1,-0.9,5,178.0,69.7,25,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Физика,Уральский федеральный ун-т. им. Б.Н. Ельцина,58.3,0.2,3,196.0,72.0,106,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Математика,Уральский федеральный ун-т. им. Б.Н. Ельцина,75.5,3.7,85,178.0,84.1,284,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Педагогическое образование,Уральский федеральный ун-т. им. Б.Н. Ельцина,61.3,-6.7,179,178.0,80.5,75,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Транспортные средства,Уральский федеральный ун-т. им. Б.Н. Ельцина,49.5,0.2,3,196.0,62.6,105,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Биология,Уральский федеральный ун-т. им. Б.Н. Ельцина,61.8,2.3,20,196.0,81.3,61,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Социальная работа,Уральский федеральный ун-т. им. Б.Н. Ельцина,62.2,-1.0,34,178.0,74.7,92,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Государственное и муниципальное управление,Уральский федеральный ун-т. им. Б.Н. Ельцина,60.1,-3.1,97,219.0,96.7,10,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Приборостроение и оптотехника,Уральский федеральный ун-т. им. Б.Н. Ельцина,71.7,11.7,3,219.0,68.8,110,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Реклама и связи с общественностью,Уральский федеральный ун-т. им. Б.Н. Ельцина,63.6,-4.3,402,239.0,91.4,19,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Психология,Уральский федеральный ун-т. им. Б.Н. Ельцина,60.9,-2.9,175,219.0,82.0,92,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Физическая культура,Уральский федеральный ун-т. им. Б.Н. Ельцина,50.9,0.2,15,225.0,62.7,105,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Востоковедение и африканистика,Уральский федеральный ун-т. им. Б.Н. Ельцина,69.0,-2.1,87,219.0,87.7,24,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Религиоведение и теология,Уральский федеральный ун-т. им. Б.Н. Ельцина,68.5,4.1,25,178.0,76.8,40,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Юриспруденция,Уральский федеральный ун-т. им. Б.Н. Ельцина,61.8,-3.7,190,196.0,74.6,0,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Информационная безопасность,Уральский федеральный ун-т. им. Б.Н. Ельцина,62.6,0.6,71,239.0,77.5,260,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Полиграфия и упаковка,Уральский федеральный ун-т. им. Б.Н. Ельцина,55.0,0.2,10,196.0,68.0,45,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Дизайн,Уральский федеральный ун-т. им. Б.Н. Ельцина,69.2,-0.5,69,311.0,86.3,15,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Менеджмент,Уральский федеральный ун-т. им. Б.Н. Ельцина,65.2,-1.8,247,207.5,78.6,96,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Философия,Уральский федеральный ун-т. им. Б.Н. Ельцина,62.7,2.1,7,178.0,75.8,40,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Здравоохранение,Уральский федеральный ун-т. им. Б.Н. Ельцина,62.5,4.2,36,215.5,80.2,62,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Политология,Уральский федеральный ун-т. им. Б.Н. Ельцина,66.1,3.3,30,196.0,86.9,45,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Экология,Уральский федеральный ун-т. им. Б.Н. Ельцина,56.7,0.6,4,196.0,68.3,80,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Журналистика и литературное творчество,Уральский федеральный ун-т. им. Б.Н. Ельцина,66.0,-1.9,73,239.0,90.0,5,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Машиностроение,Уральский федеральный ун-т. им. Б.Н. Ельцина,64.0,18.0,6,196.0,68.4,89,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Химия,Уральский федеральный ун-т. им. Б.Н. Ельцина,57.6,-9.9,18,196.0,82.0,83,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Юриспруденция,Уральский филиал Российского государственного ун-т.а правосудия в г. Челябинск,59.5,-3.4,15,150.0,73.1,52,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Бизнес-информатика,Уральский филиал Финансового ун-т.а при Правительстве РФ,51.5,0.0,14,153.2,69.6,6,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Государственное и муниципальное управление,Уральский филиал Финансового ун-т.а при Правительстве РФ,52.8,0.1,13,153.2,72.9,6,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Экономика,Уральский филиал Финансового ун-т.а при Правительстве РФ,50.2,-5.2,4,153.2,69.8,6,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Менеджмент,Уральский филиал Финансового ун-т.а при Правительстве РФ,57.3,5.7,5,153.2,74.7,6,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Реклама и связи с общественностью,Уральский филиал Финансового ун-т.а при Правительстве РФ,55.9,-3.1,3,153.2,67.7,6,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Химическая и биотехнологии,Уфимский гос. нефтяной техн. ун-т.,48.4,-7.1,6,140.0,71.5,295,False,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Автоматика и управление,Уфимский гос. нефтяной техн. ун-т.,58.2,1.7,8,140.0,74.5,126,False,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Нефтегазовое дело,Уфимский гос. нефтяной техн. ун-т.,58.7,2.7,72,170.0,75.6,392,False,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Сфера обслуживания,Уфимский гос. нефтяной техн. ун-т.,63.9,2.8,15,130.0,79.5,29,False,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Государственное и муниципальное управление,Уфимский гос. нефтяной техн. ун-т.,66.7,1.0,21,140.0,82.9,5,False,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Строительство,Уфимский гос. нефтяной техн. ун-т.,56.6,0.1,30,150.0,77.3,157,False,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Материалы,Уфимский гос. нефтяной техн. ун-т.,47.2,0.2,8,140.0,74.6,0,False,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Геология,Уфимский гос. нефтяной техн. ун-т.,60.2,3.5,6,165.0,75.6,87,False,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Экология,Уфимский гос. нефтяной техн. ун-т.,59.7,4.0,5,140.0,72.9,105,False,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Энергетика и энергетическое машиностроение,Уфимский гос. нефтяной техн. ун-т.,60.1,-0.9,6,150.0,68.2,81,False,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Технологии легкой промышленности,Уфимский гос. нефтяной техн. ун-т.,64.2,1.4,6,140.0,83.1,28,False,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Дизайн,Уфимский гос. нефтяной техн. ун-т.,58.6,-1.8,11,240.0,74.6,0,False,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Международные отношения,Уфимский гос. нефтяной техн. ун-т.,71.7,19.0,23,140.0,74.6,0,False,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Архитектура и градостроительство,Уфимский гос. нефтяной техн. ун-т.,59.3,-1.8,40,160.0,80.7,70,False,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Информатика и вычислительная техника,Уфимский гос. нефтяной техн. ун-т.,59.9,5.1,40,150.0,83.2,195,False,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Реклама и связи с общественностью,Уфимский гос. нефтяной техн. ун-т.,64.9,-3.1,88,140.0,85.3,12,False,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Менеджмент,Уфимский гос. нефтяной техн. ун-т.,64.8,8.7,66,140.0,84.6,15,False,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Социальная работа,Уфимский гос. нефтяной техн. ун-т.,63.6,1.7,7,130.0,83.4,11,False,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Экономика,Уфимский гос. нефтяной техн. ун-т.,66.0,8.4,111,140.0,85.7,39,False,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Журналистика и литературное творчество,Уфимский ун-т. науки и технологий (УУНиТ),72.4,3.3,21,126.7,87.9,7,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Востоковедение и африканистика,Уфимский ун-т. науки и технологий (УУНиТ),72.1,1.5,36,126.7,86.2,7,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Лингвистика и иностранные языки,Уфимский ун-т. науки и технологий (УУНиТ),71.7,-0.1,37,129.1,85.1,13,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Государственное и муниципальное управление,Уфимский ун-т. науки и технологий (УУНиТ),65.5,-2.0,26,122.8,74.6,0,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Информатика и вычислительная техника,Уфимский ун-т. науки и технологий (УУНиТ),65.9,1.4,23,136.9,76.8,350,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Менеджмент,Уфимский ун-т. науки и технологий (УУНиТ),67.7,-1.5,37,134.8,68.8,24,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Математика,Уфимский ун-т. науки и технологий (УУНиТ),77.8,12.6,2,124.3,70.9,254,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Международные отношения,Уфимский ун-т. науки и технологий (УУНиТ),68.2,0.5,18,132.2,88.2,5,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Филология,Уфимский ун-т. науки и технологий (УУНиТ),67.0,-5.2,27,126.7,87.0,20,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Социология,Уфимский ун-т. науки и технологий (УУНиТ),65.6,4.4,4,126.7,77.6,24,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Социальная работа,Уфимский ун-т. науки и технологий (УУНиТ),67.1,-9.7,9,126.7,64.3,35,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Психология,Уфимский ун-т. науки и технологий (УУНиТ),69.5,0.5,22,126.7,81.2,30,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,История,Уфимский ун-т. науки и технологий (УУНиТ),63.0,-3.1,3,126.7,76.8,27,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Юриспруденция,Уфимский ун-т. науки и технологий (УУНиТ),69.0,-2.1,184,165.3,84.5,59,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Бизнес-информатика,Уфимский ун-т. науки и технологий (УУНиТ),63.8,-4.4,13,122.8,74.6,0,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Информационная безопасность,Уфимский ун-т. науки и технологий (УУНиТ),62.5,-1.7,8,146.9,74.9,139,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Реклама и связи с общественностью,Уфимский ун-т. науки и технологий (УУНиТ),68.8,-0.2,19,126.7,74.6,0,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Экономика,Уфимский ун-т. науки и технологий (УУНиТ),67.6,-1.7,112,124.9,74.6,0,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Педагогическое образование,Уфимский ун-т. науки и технологий (УУНиТ),66.2,1.1,46,126.7,75.9,64,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Политология,Уфимский ун-т. науки и технологий (УУНиТ),67.0,-2.3,2,126.7,74.4,5,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Юриспруденция,Уфимский филиал Финансового ун-т.а при Правительстве РФ,59.3,3.7,34,151.7,74.6,0,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Бизнес-информатика,Уфимский филиал Финансового ун-т.а при Правительстве РФ,63.7,6.4,18,151.7,78.8,9,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Менеджмент,Уфимский филиал Финансового ун-т.а при Правительстве РФ,64.9,9.2,13,151.7,78.7,8,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Экономика,Уфимский филиал Финансового ун-т.а при Правительстве РФ,61.5,-1.1,23,151.7,74.9,17,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Экономика,Ухтинский гос. техн. ун-т.,55.9,-3.7,2,203.3,63.8,30,False,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Авиационные системы (эксплуатация),"Филиал ""Взлет"" Московского авиационного ин-т.а (национального исследовательского ун-т.а) в г. Ахтубинске",62.5,0.8,2,172.2,59.2,18,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Педагогическое образование,Филиал Владивостокского государственного ун-т.а в г. Уссурийске,57.7,0.2,13,220.0,68.6,21,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Психолого-педагогическое и специальное (дефектологическое) образование,Филиал Владивостокского государственного ун-т.а в г. Уссурийске,53.9,0.2,2,220.0,69.8,6,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Менеджмент,"Филиал ""Восход"" Московского авиационного ин-т.а (национального исследовательского ун-т.а), г. Байконур",60.6,0.2,2,212.4,74.6,0,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Управление водным транспортом,Филиал Государственного морского ун-т.а им. адмирала Ф.Ф. Ушакова в г. Севастополь,46.1,-2.3,2,135.0,69.7,125,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Информатика и вычислительная техника,Филиал Дагестанского государственного технического ун-т.а в г. Кизляре,54.4,0.2,2,135.0,62.2,12,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Экономика,Филиал Дагестанского государственного ун-т.а в г. Дербенте,63.5,0.2,7,99.8,74.6,0,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Юриспруденция,Филиал Дагестанского государственного ун-т.а в г. Дербенте,56.3,0.2,42,99.8,74.6,0,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Юриспруденция,Филиал Дагестанского государственного ун-т.а в г. Избербаше,55.8,0.2,25,97.6,74.6,0,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Юриспруденция,Филиал Дагестанского государственного ун-т.а в г. Кизляре,50.0,0.2,3,99.8,74.6,0,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Юриспруденция,Филиал Дагестанского государственного ун-т.а в г. Хасавюрте,54.5,0.2,37,99.8,74.6,0,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Экономика,Филиал Дагестанского государственного ун-т.а в г. Хасавюрте,57.0,0.2,13,99.8,74.6,0,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Экономика,Филиал Кубанского государственного ун-т.а в г. Армавире,62.2,0.2,13,135.6,74.6,0,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Юриспруденция,Филиал Кубанского государственного ун-т.а в г. Армавире,65.5,0.2,17,135.6,74.6,0,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Юриспруденция,Филиал Кубанского государственного ун-т.а в г. Новороссийске,67.9,0.2,17,135.6,74.6,0,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
2024,Педагогическое образование,Филиал Кубанского государственного ун-т.а в г. Новороссийске,58.3,0.2,17,135.6,74.6,0,True,10.4,2.02,32.3,7.4,19.2,75.0,8.5,251.3,100.6,7.15,129.4,146.2,2.9
